"subject" "session" "orLarge" "orSmall" "task" "rt" "response" "vertical"
"23609" 12 6 "Bottom" 0 "equ" 2.2344729597 1 TRUE
"23610" 12 6 "Left" -1 "equ" 2.30504447467 0 FALSE
"23611" 12 6 "Left" 0 "comp" 0.623127213241 0 FALSE
"23612" 12 6 "Right" 2 "equ" 3.04593576191 0 FALSE
"23613" 12 6 "Bottom" 0 "comp" 3.75153209279 0 TRUE
"23614" 12 6 "Bottom" -2 "comp" 3.32818924245 0 TRUE
"23615" 12 6 "Top" -1.5 "comp" 1.16425483507 0 TRUE
"23616" 12 6 "Right" -2 "comp" 1.78757982425 0 FALSE
"23617" 12 6 "Right" 0 "comp" 2.51669117785 0 FALSE
"23618" 12 6 "Right" 2 "comp" 0.88200672055 1 FALSE
"23619" 12 6 "Bottom" -1 "comp" 0.893783587893 0 TRUE
"23620" 12 6 "Right" -0.5 "comp" 1.34065257628 0 FALSE
"23621" 12 6 "Right" 1 "comp" 0.905525959434 1 FALSE
"23622" 12 6 "Right" -0.5 "equ" 1.32888682425 1 FALSE
"23623" 12 6 "Top" 0.5 "comp" 0.940789869579 1 TRUE
"23624" 12 6 "Right" -0.5 "comp" 2.01097963099 1 FALSE
"23625" 12 6 "Left" 0.5 "equ" 2.2932453767 0 FALSE
"23626" 12 6 "Top" -2 "comp" 0.84673859425 0 TRUE
"23627" 12 6 "Top" 2 "comp" 1.01141466141 0 TRUE
"23628" 12 6 "Top" 0 "equ" 2.19918950193 1 TRUE
"23629" 12 6 "Left" -1 "comp" 0.823212456205 0 FALSE
"23630" 12 6 "Right" 0.5 "comp" 1.37594523293 0 FALSE
"23631" 12 6 "Left" 1 "comp" 0.799689384453 1 FALSE
"23632" 12 6 "Bottom" 1.5 "equ" 0.94083969685 0 TRUE
"23633" 12 6 "Top" -0.5 "equ" 0.940769555384 1 TRUE
"23634" 12 6 "Bottom" -0.5 "comp" 3.02237052863 1 TRUE
"23635" 12 6 "Bottom" 0.5 "comp" 1.22308167878 1 TRUE
"23636" 12 6 "Left" 0 "equ" 0.905534008454 0 FALSE
"23637" 12 6 "Left" -2 "comp" 0.682118486953 0 FALSE
"23638" 12 6 "Left" 1.5 "comp" 2.72839269103 0 FALSE
"23639" 12 6 "Right" 1.5 "equ" 1.92868682525 0 FALSE
"23640" 12 6 "Bottom" -1 "comp" 0.776197742211 1 TRUE
"23641" 12 6 "Bottom" -1.5 "comp" 0.83499967229 0 TRUE
"23642" 12 6 "Left" 1.5 "equ" 3.44576588925 1 FALSE
"23643" 12 6 "Bottom" 1 "equ" 0.764440422489 0 TRUE
"23644" 12 6 "Right" 0 "comp" 0.799570565574 1 FALSE
"23645" 12 6 "Right" -2 "equ" 1.66992766997 0 FALSE
"23646" 12 6 "Right" -1 "comp" 1.84639593593 0 FALSE
"23647" 12 6 "Left" 2 "comp" 1.77579490788 1 FALSE
"23648" 12 6 "Top" -1 "equ" 3.03413589737 0 TRUE
"23649" 12 6 "Top" -1.5 "equ" 2.54017362121 0 TRUE
"23650" 12 6 "Right" -1.5 "comp" 0.799730396131 0 FALSE
"23651" 12 6 "Top" 0.5 "equ" 1.96393847022 0 TRUE
"23652" 12 6 "Bottom" -0.5 "comp" 2.4578827319 0 TRUE
"23653" 12 6 "Left" 0.5 "equ" 1.5758832938 1 FALSE
"23654" 12 6 "Top" -2 "equ" 1.71701405857 0 TRUE
"23655" 12 6 "Right" 0.5 "equ" 1.9169157072 1 FALSE
"23656" 12 6 "Left" -1.5 "equ" 0.97607639364 1 FALSE
"23657" 12 6 "Top" -1.5 "comp" 0.658582000166 0 TRUE
"23658" 12 6 "Right" -1.5 "comp" 1.39948670244 0 FALSE
"23659" 12 6 "Top" -0.5 "equ" 1.92865731217 1 TRUE
"23660" 12 6 "Right" 0.5 "comp" 1.97575826567 1 FALSE
"23661" 12 6 "Bottom" 2 "equ" 1.28184834648 0 TRUE
"23662" 12 6 "Left" 0.5 "comp" 1.79932066264 1 FALSE
"23663" 12 6 "Right" -0.5 "comp" 1.95199142358 1 FALSE
"23664" 12 6 "Right" -1 "equ" 1.74054556263 1 FALSE
"23665" 12 6 "Right" 1.5 "comp" 0.776137949485 1 FALSE
"23666" 12 6 "Bottom" -1 "comp" 2.03449886988 0 TRUE
"23667" 12 6 "Right" -0.5 "equ" 1.47003100406 0 FALSE
"23668" 12 6 "Top" 1 "comp" 1.49356404127 1 TRUE
"23669" 12 6 "Top" -1 "equ" 3.64568900193 0 TRUE
"23670" 12 6 "Bottom" -2 "equ" 0.928955892516 0 TRUE
"23671" 12 6 "Bottom" -1.5 "equ" 0.787920566129 0 TRUE
"23672" 12 6 "Left" -0.5 "equ" 0.776178194589 1 FALSE
"23673" 12 6 "Left" -1.5 "equ" 0.893748325516 0 FALSE
"23674" 12 6 "Top" 0.5 "comp" 2.34030493524 1 TRUE
"23675" 12 6 "Right" 0 "equ" 6.33881165023 0 FALSE
"23676" 12 6 "Bottom" 2 "comp" 0.917289411744 1 TRUE
"23677" 12 6 "Top" 2 "comp" 1.15251974597 1 TRUE
"23678" 12 6 "Top" 1 "comp" 2.23445111236 1 TRUE
"23679" 12 6 "Top" 1.5 "comp" 1.22306021472 1 TRUE
"23680" 12 6 "Right" 0.5 "comp" 0.729102154723 1 FALSE
"23681" 12 6 "Right" -1 "comp" 1.23484168151 0 FALSE
"23682" 12 6 "Left" -2 "equ" 1.18776909122 0 FALSE
"23683" 12 6 "Top" -0.5 "equ" 2.05802730764 0 TRUE
"23684" 12 6 "Left" 0 "comp" 1.66996561535 1 FALSE
"23685" 12 6 "Top" -1.5 "equ" 1.92866459462 0 TRUE
"23686" 12 6 "Bottom" 0.5 "comp" 1.14072678059 1 TRUE
"23687" 12 6 "Bottom" -1.5 "equ" 1.28187555984 1 TRUE
"23688" 12 6 "Right" -1 "equ" 1.14075399394 1 FALSE
"23689" 12 6 "Top" 0.5 "comp" 0.811453603335 1 TRUE
"23690" 12 6 "Right" -0.5 "comp" 1.75230479879 0 FALSE
"23691" 12 6 "Left" 0 "equ" 1.35210479978 1 FALSE
"23692" 12 6 "Top" -0.5 "equ" 1.71698301235 0 TRUE
"23693" 12 6 "Top" -1 "equ" 0.740875572486 1 TRUE
"23694" 12 6 "Bottom" -1 "equ" 0.929087359857 1 TRUE
"23695" 12 6 "Right" 0 "comp" 0.882008636982 1 FALSE
"23696" 12 6 "Top" 1.5 "equ" 0.940830114683 0 TRUE
"23697" 12 6 "Top" 2 "equ" 0.682079391709 0 TRUE
"23698" 12 6 "Right" 2 "equ" 1.97575634924 0 FALSE
"23699" 12 6 "Bottom" 1 "comp" 0.717373964791 1 TRUE
"23700" 12 6 "Top" 1 "comp" 0.834941795997 1 TRUE
"23701" 12 6 "Left" 0 "equ" 1.25832949088 0 FALSE
"23702" 12 6 "Bottom" -2 "equ" 1.81108066537 0 TRUE
"23703" 12 6 "Right" 1.5 "equ" 1.47001068987 1 FALSE
"23704" 12 6 "Left" -1.5 "comp" 0.776172062002 0 FALSE
"23705" 12 6 "Top" 0 "equ" 3.28109173852 0 TRUE
"23706" 12 6 "Left" 1.5 "equ" 1.28187019382 0 FALSE
"23707" 12 6 "Bottom" -1 "equ" 2.1521038799 0 TRUE
"23708" 12 6 "Top" -1.5 "comp" 0.893749858663 0 TRUE
"23709" 12 6 "Right" -0.5 "comp" 0.764568056963 0 FALSE
"23710" 12 6 "Top" -0.5 "equ" 1.58765211212 0 TRUE
"23711" 12 6 "Bottom" -1 "equ" 0.976081759653 0 TRUE
"23712" 12 6 "Left" -0.5 "comp" 1.6699238371 0 FALSE
"23713" 12 6 "Right" 1 "comp" 1.37595903125 0 FALSE
"23714" 12 6 "Top" 0.5 "equ" 1.31712145551 0 TRUE
"23715" 12 6 "Left" 1 "equ" 1.59938605135 1 FALSE
"23716" 12 6 "Right" 1 "comp" 0.717379330804 1 FALSE
"23717" 12 6 "Top" 1.5 "comp" 1.05842132638 1 TRUE
"23718" 12 6 "Top" -2 "equ" 0.67031938898 0 TRUE
"23719" 12 6 "Left" 2 "comp" 0.752657039271 1 FALSE
"23720" 12 6 "Right" 0 "comp" 1.39946523839 1 FALSE
"23721" 12 6 "Right" -1.5 "equ" 2.26973955285 0 FALSE
"23722" 12 6 "Top" 1 "equ" 1.64641877982 0 TRUE
"23723" 12 6 "Right" -0.5 "equ" 1.94044376168 1 FALSE
"23724" 12 6 "Left" -1 "equ" 0.952580151959 0 FALSE
"23725" 12 6 "Left" -1 "comp" 0.740874805913 0 FALSE
"23726" 12 6 "Left" 1 "comp" 1.45826678518 0 FALSE
"23727" 12 6 "Left" 1 "comp" 1.02311640456 1 FALSE
"23728" 12 6 "Bottom" 0.5 "comp" 1.02312790316 1 TRUE
"23729" 12 6 "Right" 1.5 "comp" 1.41123635643 1 FALSE
"23730" 12 6 "Left" 0 "comp" 1.24656680515 0 FALSE
"23731" 12 6 "Top" -1 "equ" 0.905562754958 1 TRUE
"23732" 12 6 "Left" 2 "equ" 1.44651904762 0 FALSE
"23733" 12 6 "Right" -2 "comp" 0.658583150026 0 FALSE
"23734" 12 6 "Right" 0 "equ" 1.61112918947 0 FALSE
"23735" 12 6 "Right" -2 "equ" 0.976084442661 0 FALSE
"23736" 12 6 "Bottom" 0.5 "equ" 1.47002602133 0 TRUE
"23737" 12 6 "Top" 0.5 "equ" 0.823240052848 1 TRUE
"23738" 12 6 "Bottom" 2 "comp" 0.693821379962 1 TRUE
"23739" 12 6 "Top" -1.5 "comp" 0.79968976774 1 TRUE
"23740" 12 6 "Right" 1 "comp" 1.81110212943 1 FALSE
"23741" 12 6 "Right" 0 "equ" 1.92847908385 0 FALSE
"23742" 12 6 "Left" 0.5 "comp" 0.917302826778 1 FALSE
"23743" 12 6 "Right" 1.5 "equ" 1.89341064993 0 FALSE
"23744" 12 6 "Top" 2 "equ" 0.976100923989 0 TRUE
"23745" 12 6 "Right" 1.5 "comp" 0.764409376266 1 FALSE
"23746" 12 6 "Left" 2 "equ" 1.05843167512 0 FALSE
"23747" 12 6 "Right" -1.5 "equ" 1.49354794323 1 FALSE
"23748" 12 6 "Top" 0 "equ" 0.846722496209 1 TRUE
"23749" 12 6 "Right" -0.5 "equ" 0.658578550586 1 FALSE
"23750" 12 6 "Left" -1.5 "equ" 1.03488215659 0 FALSE
"23751" 12 6 "Bottom" 0 "equ" 1.58763294779 1 TRUE
"23752" 12 6 "Right" 1 "equ" 0.917307042931 1 FALSE
"23753" 12 6 "Left" 0.5 "comp" 2.85776191993 0 FALSE
"23754" 12 6 "Left" -1 "equ" 0.799721963823 1 FALSE
"23755" 12 6 "Bottom" 0 "equ" 1.86990214307 1 TRUE
"23756" 12 6 "Left" 2 "comp" 0.999614030286 1 FALSE
"23757" 12 6 "Top" -1 "comp" 1.41125283776 0 TRUE
"23758" 12 6 "Left" 0 "equ" 1.79932602866 0 FALSE
"23759" 12 6 "Bottom" -1.5 "equ" 2.04629145198 1 TRUE
"23760" 12 6 "Right" -1.5 "comp" 0.705584065698 0 FALSE
"23761" 13 1 "Right" -1 "comp" 1.43468748766 0 FALSE
"23762" 13 1 "Top" 0 "comp" 1.41122132223 1 TRUE
"23763" 13 1 "Top" -2 "equ" 1.1523369003 0 TRUE
"23764" 13 1 "Top" -1 "equ" 1.04666134925 1 TRUE
"23765" 13 1 "Top" 2 "comp" 1.82284125958 0 TRUE
"23766" 13 1 "Right" 1 "equ" 1.3877030302 0 FALSE
"23767" 13 1 "Top" -1.5 "equ" 1.43473118202 0 TRUE
"23768" 13 1 "Left" -0.5 "equ" 1.09366688732 1 FALSE
"23769" 13 1 "Top" -0.5 "comp" 1.84638676475 0 TRUE
"23770" 13 1 "Right" 0.5 "equ" 1.65817948642 0 FALSE
"23771" 13 1 "Right" -2 "equ" 1.29363637792 0 FALSE
"23772" 13 1 "Left" 0.5 "comp" 1.44649607729 0 FALSE
"23773" 13 1 "Top" 0 "equ" 1.1877542369 0 TRUE
"23774" 13 1 "Bottom" 1 "comp" 1.12899453552 1 TRUE
"23775" 13 1 "Top" 0 "comp" 0.987865235889 1 TRUE
"23776" 13 1 "Left" -2 "equ" 1.9992445477 0 FALSE
"23777" 13 1 "Right" -0.5 "equ" 1.81109016252 1 FALSE
"23778" 13 1 "Top" 2 "comp" 1.08195871804 1 TRUE
"23779" 13 1 "Top" 0.5 "comp" 0.94080872109 1 TRUE
"23780" 13 1 "Left" 1.5 "equ" 1.09370406583 0 FALSE
"23781" 13 1 "Top" -2 "comp" 1.6934653567 0 TRUE
"23782" 13 1 "Right" 1 "equ" 1.07014897856 0 FALSE
"23783" 13 1 "Left" -0.5 "comp" 1.68170084471 1 FALSE
"23784" 13 1 "Bottom" -2 "equ" 1.08192728877 1 TRUE
"23785" 13 1 "Left" -2 "equ" 1.27009125604 1 FALSE
"23786" 13 1 "Bottom" 0.5 "equ" 0.929052641339 0 TRUE
"23787" 13 1 "Bottom" 0 "equ" 0.740899789307 0 TRUE
"23788" 13 1 "Bottom" 0.5 "equ" 0.776180676898 0 TRUE
"23789" 13 1 "Left" 1.5 "equ" 1.12898457014 0 FALSE
"23790" 13 1 "Top" 1.5 "comp" 1.36396588315 1 TRUE
"23791" 13 1 "Bottom" -1.5 "equ" 1.86984488122 1 TRUE
"23792" 13 1 "Right" -1.5 "comp" 1.22307843558 0 FALSE
"23793" 13 1 "Left" 1 "equ" 1.18776535215 1 FALSE
"23794" 13 1 "Left" 2 "comp" 1.29360494865 1 FALSE
"23795" 13 1 "Bottom" 2 "equ" 1.03485505932 0 TRUE
"23796" 13 1 "Top" -2 "comp" 1.83455709452 1 TRUE
"23797" 13 1 "Bottom" -2 "equ" 1.38772679379 0 TRUE
"23798" 13 1 "Left" 0.5 "equ" 0.905538565436 0 FALSE
"23799" 13 1 "Bottom" -0.5 "equ" 1.07015779409 0 TRUE
"23800" 13 1 "Bottom" -1.5 "comp" 1.58766945454 0 TRUE
"23801" 13 1 "Left" -1.5 "comp" 1.42297778526 0 FALSE
"23802" 13 1 "Top" 0 "comp" 1.08195335207 1 TRUE
"23803" 13 1 "Right" -0.5 "equ" 1.21132772182 0 FALSE
"23804" 13 1 "Left" -0.5 "comp" 1.84640017968 0 FALSE
"23805" 13 1 "Bottom" -1.5 "equ" 1.72875352668 0 TRUE
"23806" 13 1 "Right" 0 "comp" 0.976120271371 0 FALSE
"23807" 13 1 "Top" -2 "equ" 1.16422712937 1 TRUE
"23808" 13 1 "Right" 2 "comp" 1.27012076888 1 FALSE
"23809" 13 1 "Right" -2 "equ" 1.92867165728 0 FALSE
"23810" 13 1 "Bottom" 2 "comp" 0.870250012173 1 TRUE
"23811" 13 1 "Top" 1 "comp" 1.02312849244 1 TRUE
"23812" 13 1 "Right" 0 "equ" 1.61112833758 1 FALSE
"23813" 13 1 "Left" 2 "comp" 1.15247219946 1 FALSE
"23814" 13 1 "Left" 0 "equ" 1.16423057891 0 FALSE
"23815" 13 1 "Top" -1.5 "comp" 1.2818396701 1 TRUE
"23816" 13 1 "Top" -2 "comp" 1.05840439734 1 TRUE
"23817" 13 1 "Top" 1.5 "equ" 1.68169969488 0 TRUE
"23818" 13 1 "Bottom" 0 "comp" 1.88161360934 1 TRUE
"23819" 13 1 "Left" 0.5 "equ" 0.964354226264 1 FALSE
"23820" 13 1 "Bottom" 2 "comp" 1.07017312545 1 TRUE
"23821" 13 1 "Top" -1 "comp" 1.58770088381 1 TRUE
"23822" 13 1 "Left" -2 "comp" 1.04666863164 0 FALSE
"23823" 13 1 "Right" 0 "comp" 1.03490565279 0 FALSE
"23824" 13 1 "Left" -1 "comp" 0.85847783451 0 FALSE
"23825" 13 1 "Right" -1.5 "equ" 1.48173901979 0 FALSE
"23826" 13 1 "Top" 2 "equ" 0.940816386763 0 TRUE
"23827" 13 1 "Top" 1 "comp" 0.987851437676 1 TRUE
"23828" 13 1 "Left" 1 "equ" 1.07017964128 0 FALSE
"23829" 13 1 "Bottom" 0.5 "comp" 1.25834284196 1 TRUE
"23830" 13 1 "Top" -2 "equ" 1.50530790526 1 TRUE
"23831" 13 1 "Top" -1 "equ" 0.823206145724 1 TRUE
"23832" 13 1 "Right" 2 "comp" 0.987859103348 1 FALSE
"23833" 13 1 "Bottom" -0.5 "comp" 2.0344614269 1 TRUE
"23834" 13 1 "Bottom" -1.5 "equ" 1.05838561643 1 TRUE
"23835" 13 1 "Top" 1 "equ" 0.823203079446 0 TRUE
"23836" 13 1 "Right" -1 "equ" 0.905526300354 0 FALSE
"23837" 13 1 "Top" -0.5 "comp" 1.49354301 1 TRUE
"23838" 13 1 "Right" 0.5 "comp" 0.96430899878 1 FALSE
"23839" 13 1 "Right" 2 "equ" 1.02316030499 0 FALSE
"23840" 13 1 "Top" -1.5 "comp" 0.84673210344 0 TRUE
"23841" 13 1 "Left" 1 "comp" 0.81142170298 1 FALSE
"23842" 13 1 "Right" 1.5 "equ" 0.76441118223 1 FALSE
"23843" 13 1 "Top" -0.5 "comp" 1.95219301556 0 TRUE
"23844" 13 1 "Top" -0.5 "equ" 1.14075176512 0 TRUE
"23845" 13 1 "Right" -1.5 "comp" 1.5641231828 0 FALSE
"23846" 13 1 "Left" -0.5 "equ" 1.43473961425 1 FALSE
"23847" 13 1 "Left" 0.5 "equ" 1.30539015797 0 FALSE
"23848" 13 1 "Left" -2 "comp" 1.1172166086 0 FALSE
"23849" 13 1 "Right" 1 "equ" 1.18777340111 1 FALSE
"23850" 13 1 "Left" 2 "equ" 0.999609817125 0 FALSE
"23851" 13 1 "Left" 0 "comp" 1.19956129341 0 FALSE
"23852" 13 1 "Top" -0.5 "equ" 1.27006902557 1 TRUE
"23853" 13 1 "Top" -0.5 "comp" 2.1991266496 1 TRUE
"23854" 13 1 "Right" 2 "equ" 1.95197607696 0 FALSE
"23855" 13 1 "Left" 1.5 "comp" 2.58724439284 1 FALSE
"23856" 13 1 "Right" 1 "comp" 0.893723076719 1 FALSE
"23857" 13 1 "Bottom" 1.5 "comp" 1.05842011198 1 TRUE
"23858" 13 1 "Left" -2 "equ" 1.15249404665 0 FALSE
"23859" 13 1 "Left" 0 "comp" 2.28148053322 0 FALSE
"23860" 13 1 "Top" 2 "comp" 2.2932592267 0 TRUE
"23861" 13 1 "Right" 0.5 "comp" 1.15250171232 1 FALSE
"23862" 13 1 "Top" 0.5 "comp" 1.29359996597 0 TRUE
"23863" 13 1 "Top" 1 "equ" 1.68170621069 0 TRUE
"23864" 13 1 "Bottom" 1.5 "equ" 0.834940761575 0 TRUE
"23865" 13 1 "Right" 1.5 "equ" 0.976113372279 0 FALSE
"23866" 13 1 "Top" 2 "equ" 0.905542781562 0 TRUE
"23867" 13 1 "Bottom" -1 "equ" 1.08194875266 1 TRUE
"23868" 13 1 "Right" -2 "equ" 1.07015741081 0 FALSE
"23869" 13 1 "Top" 1.5 "comp" 1.27011425306 0 TRUE
"23870" 13 1 "Top" 0.5 "comp" 1.34064728196 0 TRUE
"23871" 13 1 "Right" -1 "comp" 1.61114405222 0 FALSE
"23872" 13 1 "Bottom" -1.5 "comp" 0.999588353225 0 TRUE
"23873" 13 1 "Top" -2 "equ" 2.12848361826 0 TRUE
"23874" 13 1 "Right" 1.5 "comp" 0.92902006222 1 FALSE
"23875" 13 1 "Top" 2 "equ" 1.35241677663 1 TRUE
"23876" 13 1 "Right" -1 "comp" 0.917255933527 0 FALSE
"23877" 13 1 "Left" 1 "comp" 0.987846454998 1 FALSE
"23878" 13 1 "Right" -1 "equ" 1.28186151727 0 FALSE
"23879" 13 1 "Top" 1.5 "equ" 0.764397000719 0 TRUE
"23880" 13 1 "Top" -0.5 "equ" 0.964545101582 1 TRUE
"23881" 13 1 "Bottom" 0.5 "equ" 1.98744783987 0 TRUE
"23882" 13 1 "Top" 2 "equ" 0.929062990006 0 TRUE
"23883" 13 1 "Top" 0 "equ" 1.01137969509 1 TRUE
"23884" 13 1 "Bottom" -0.5 "comp" 1.52883884565 0 TRUE
"23885" 13 1 "Right" -1.5 "comp" 0.905502920039 0 FALSE
"23886" 13 1 "Top" -2 "equ" 1.34063578346 0 TRUE
"23887" 13 1 "Left" -0.5 "comp" 0.905525150505 0 FALSE
"23888" 13 1 "Left" 1 "equ" 1.31711710815 1 FALSE
"23889" 13 1 "Left" -2 "comp" 1.76391521303 0 FALSE
"23890" 13 1 "Right" 2 "equ" 1.24659749416 0 FALSE
"23891" 13 1 "Right" 1 "comp" 1.2463629245 1 FALSE
"23892" 13 1 "Right" 2 "equ" 1.01134328313 0 FALSE
"23893" 13 1 "Bottom" 0.5 "comp" 0.917309593249 1 TRUE
"23894" 13 1 "Bottom" 1.5 "equ" 1.31712132426 0 TRUE
"23895" 13 1 "Right" -1 "comp" 0.964330462666 0 FALSE
"23896" 13 1 "Top" -1 "comp" 1.28187876503 0 TRUE
"23897" 13 1 "Right" 0.5 "equ" 1.17600467301 1 FALSE
"23898" 13 1 "Bottom" -2 "comp" 1.85807461997 0 TRUE
"23899" 13 1 "Right" -0.5 "equ" 1.23478468842 1 FALSE
"23900" 13 1 "Right" 0.5 "equ" 1.07017465858 1 FALSE
"23901" 13 1 "Left" 1 "comp" 1.35244283993 1 FALSE
"23902" 13 1 "Bottom" 0.5 "equ" 0.976053196719 0 TRUE
"23903" 13 1 "Bottom" -1.5 "equ" 0.964328929535 1 TRUE
"23904" 13 1 "Top" 1.5 "equ" 1.86984641437 1 TRUE
"23905" 13 1 "Bottom" -0.5 "equ" 1.14075866423 0 TRUE
"23906" 13 1 "Top" 1.5 "comp" 1.70524290034 1 TRUE
"23907" 13 1 "Right" 1.5 "equ" 1.7522863835 0 FALSE
"23908" 13 1 "Left" 0.5 "comp" 1.70525439885 0 FALSE
"23909" 13 1 "Bottom" -1.5 "equ" 1.14076019736 0 TRUE
"23910" 13 1 "Right" 1 "comp" 0.893764854642 1 FALSE
"23911" 13 1 "Top" 0.5 "comp" 1.05839404868 0 TRUE
"23912" 13 1 "Left" -2 "comp" 1.30538479198 0 FALSE
"23913" 13 1 "Bottom" -0.5 "comp" 2.0698032566 1 TRUE
"23914" 13 1 "Bottom" -1 "comp" 0.881986161156 1 TRUE
"23915" 13 1 "Bottom" 0.5 "comp" 0.623279966181 1 TRUE
"23916" 13 1 "Bottom" 1.5 "equ" 2.9635949411 0 TRUE
"23917" 13 1 "Top" -1 "equ" 1.16422444637 1 TRUE
"23918" 13 1 "Top" 0 "equ" 0.929043825818 0 TRUE
"23919" 13 1 "Bottom" 1 "equ" 1.12897115521 0 TRUE
"23920" 13 1 "Left" 0 "equ" 1.09366995358 0 FALSE
"23921" 13 1 "Left" 0.5 "comp" 0.976098807485 1 FALSE
"23922" 13 1 "Right" -1 "comp" 0.882024106249 0 FALSE
"23923" 13 1 "Top" -1 "equ" 1.34068484377 1 TRUE
"23924" 13 1 "Right" 0 "comp" 1.43475839516 0 FALSE
"23925" 13 1 "Bottom" 1.5 "equ" 1.55231995916 0 TRUE
"23926" 13 1 "Right" 0 "equ" 0.905555046629 0 FALSE
"23927" 13 1 "Left" 0 "equ" 1.30540395617 0 FALSE
"23928" 13 1 "Top" 1.5 "comp" 1.51709119815 1 TRUE
"23929" 13 1 "Left" 1.5 "comp" 1.12901254986 1 FALSE
"23930" 13 1 "Bottom" -2 "comp" 1.03489223786 0 TRUE
"23931" 13 1 "Top" -1.5 "equ" 2.1873954833 0 TRUE
"23932" 13 1 "Left" -1 "equ" 1.08191923982 0 FALSE
"23933" 13 1 "Right" 0.5 "comp" 1.37593046925 0 FALSE
"23934" 13 1 "Left" -2 "equ" 1.08194185355 0 FALSE
"23935" 13 1 "Bottom" 1 "comp" 1.35244552292 1 TRUE
"23936" 13 1 "Top" -0.5 "equ" 1.09365040611 1 TRUE
"23937" 13 1 "Left" 1.5 "comp" 1.8228029312 1 FALSE
"23938" 13 1 "Right" 2 "equ" 1.51705670262 0 FALSE
"23939" 13 1 "Left" -1 "comp" 2.04624970247 1 FALSE
"23940" 13 1 "Left" -1 "equ" 1.08194606968 1 FALSE
"23941" 13 1 "Right" -0.5 "comp" 1.0819690667 0 FALSE
"23942" 13 1 "Top" 2 "comp" 1.22308380155 0 TRUE
"23943" 13 1 "Left" -1.5 "equ" 3.44570842914 0 FALSE
"23944" 13 1 "Top" -2 "comp" 1.56410861801 1 TRUE
"23945" 13 1 "Left" -0.5 "comp" 1.24654345115 0 FALSE
"23946" 13 1 "Bottom" 2 "comp" 0.917288512646 1 TRUE
"23947" 13 1 "Top" 1 "comp" 3.5515537749 0 TRUE
"23948" 13 1 "Bottom" 1 "comp" 1.55234180634 1 TRUE
"23949" 13 1 "Left" 1 "equ" 1.17599355776 0 FALSE
"23950" 13 1 "Right" 1 "comp" 1.11718709575 1 FALSE
"23951" 13 1 "Right" 1 "comp" 1.21119702203 1 FALSE
"23952" 13 1 "Top" 1.5 "comp" 1.47004733172 1 TRUE
"23953" 13 1 "Top" 0.5 "equ" 1.54058189376 0 TRUE
"23954" 13 1 "Top" 1 "equ" 0.694666951313 0 TRUE
"23955" 13 1 "Bottom" -2 "equ" 1.37593085255 1 TRUE
"23956" 13 1 "Right" -0.5 "comp" 1.07014744544 0 FALSE
"23957" 13 1 "Right" -2 "comp" 0.846773498066 0 FALSE
"23958" 13 1 "Left" 0 "comp" 0.99963588042 1 FALSE
"23959" 13 1 "Top" 0.5 "equ" 0.940934438157 1 TRUE
"23960" 13 1 "Left" 0.5 "equ" 0.870238513657 0 FALSE
"23961" 13 1 "Right" -0.5 "comp" 0.917280846959 0 FALSE
"23962" 13 1 "Bottom" 1.5 "comp" 0.893755655823 1 TRUE
"23963" 13 1 "Bottom" -2 "comp" 0.811446233143 0 TRUE
"23964" 13 1 "Left" -1.5 "equ" 1.23457388235 1 FALSE
"23965" 13 1 "Top" 2 "equ" 0.999636647 0 TRUE
"23966" 13 1 "Right" 0.5 "equ" 1.38770686304 1 FALSE
"23967" 13 1 "Top" -1.5 "comp" 1.8581094988 0 TRUE
"23968" 13 1 "Top" -1 "comp" 1.57586431448 0 TRUE
"23969" 13 1 "Bottom" 2 "comp" 1.01139196017 1 TRUE
"23970" 13 1 "Bottom" -1.5 "comp" 0.846746668205 0 TRUE
"23971" 13 1 "Bottom" 1.5 "comp" 0.740893273483 1 TRUE
"23972" 13 1 "Left" 1.5 "equ" 1.01139272672 0 FALSE
"23973" 13 1 "Right" 0.5 "comp" 1.18777646737 0 FALSE
"23974" 13 1 "Right" 1.5 "comp" 0.893736108352 1 FALSE
"23975" 13 1 "Bottom" -1.5 "comp" 1.98747237003 0 TRUE
"23976" 13 1 "Left" 2 "comp" 1.02315838856 1 FALSE
"23977" 13 1 "Top" -1.5 "comp" 1.70522450272 0 TRUE
"23978" 13 1 "Bottom" -1 "comp" 1.77584760331 1 TRUE
"23979" 13 1 "Bottom" 1 "equ" 1.21129782568 0 TRUE
"23980" 13 1 "Top" 2 "comp" 1.08191042428 1 TRUE
"23981" 13 1 "Bottom" 1.5 "comp" 1.24659366133 1 TRUE
"23982" 13 1 "Bottom" -0.5 "equ" 1.03489875367 1 TRUE
"23983" 13 1 "Right" -0.5 "equ" 1.69346497342 0 FALSE
"23984" 13 1 "Bottom" 1.5 "equ" 0.84671792193 0 TRUE
"23985" 13 1 "Top" -2 "comp" 1.11722695727 0 TRUE
"23986" 13 1 "Top" 0 "comp" 1.04664371819 1 TRUE
"23987" 13 1 "Right" 1.5 "equ" 1.81107521446 0 FALSE
"23988" 13 1 "Bottom" 0 "comp" 0.740883691382 1 TRUE
"23989" 13 1 "Left" -1 "equ" 1.19953982951 0 FALSE
"23990" 13 1 "Left" -2 "comp" 2.15214372528 0 FALSE
"23991" 13 1 "Right" -1.5 "equ" 0.952578599041 0 FALSE
"23992" 13 1 "Bottom" 0 "comp" 1.0584197287 1 TRUE
