"subject" "session" "orLarge" "orSmall" "task" "rt" "response" "vertical"
"9966" 5 4 "Right" -1.5 "comp" 0.693885412278 0 FALSE
"9967" 5 4 "Bottom" -2 "equ" 1.11721974088 0 TRUE
"9968" 5 4 "Top" 1.5 "equ" 1.26992057947 0 TRUE
"9969" 5 4 "Top" -0.5 "comp" 0.740898412931 0 TRUE
"9970" 5 4 "Top" 1 "equ" 1.1642645542 1 TRUE
"9971" 5 4 "Left" 0 "equ" 1.28187256302 0 FALSE
"9972" 5 4 "Top" 1 "equ" 1.23484729724 1 TRUE
"9973" 5 4 "Left" -1 "comp" 0.940756750708 0 FALSE
"9974" 5 4 "Top" -0.5 "equ" 5.75080825274 1 TRUE
"9975" 5 4 "Right" 1 "equ" 1.21152707354 1 FALSE
"9976" 5 4 "Right" 0.5 "equ" 1.65820807252 1 FALSE
"9977" 5 4 "Left" 1.5 "equ" 1.51707133283 0 FALSE
"9978" 5 4 "Right" 0.5 "equ" 4.84522520499 1 FALSE
"9979" 5 4 "Right" 1.5 "comp" 0.729110475455 1 FALSE
"9980" 5 4 "Left" -1.5 "equ" 1.17603294413 0 FALSE
"9981" 5 4 "Top" 1.5 "equ" 1.14077146886 0 TRUE
"9982" 5 4 "Right" -1 "equ" 1.88162388756 0 FALSE
"9983" 5 4 "Top" 0.5 "comp" 1.15251647839 0 TRUE
"9984" 5 4 "Right" -1 "equ" 1.48179414286 0 FALSE
"9985" 5 4 "Bottom" 0 "equ" 1.84636777828 1 TRUE
"9986" 5 4 "Top" 0.5 "equ" 1.22307469118 0 TRUE
"9987" 5 4 "Left" -1.5 "comp" 0.75264917174 0 FALSE
"9988" 5 4 "Bottom" -1.5 "comp" 0.693858582312 0 TRUE
"9989" 5 4 "Right" 1 "equ" 1.44651810275 0 FALSE
"9990" 5 4 "Left" 1.5 "equ" 0.905574232193 0 FALSE
"9991" 5 4 "Right" 2 "equ" 0.976098332594 0 FALSE
"9992" 5 4 "Left" 0.5 "equ" 1.10545863337 1 FALSE
"9993" 5 4 "Right" 2 "equ" 1.24661262089 0 FALSE
"9994" 5 4 "Top" 1 "comp" 0.858525586014 1 TRUE
"9995" 5 4 "Top" -0.5 "equ" 2.30502030837 1 TRUE
"9996" 5 4 "Right" 1.5 "comp" 0.9643238101 1 FALSE
"9997" 5 4 "Bottom" 0.5 "comp" 0.846741098105 0 TRUE
"9998" 5 4 "Right" 1 "equ" 1.37593459314 1 FALSE
"9999" 5 4 "Bottom" 1 "equ" 0.940838773748 0 TRUE
"10000" 5 4 "Bottom" 2 "equ" 0.82321045081 0 TRUE
"10001" 5 4 "Top" 2 "equ" 1.08194868347 0 TRUE
"10002" 5 4 "Bottom" 1 "equ" 2.51668459803 0 TRUE
"10003" 5 4 "Left" -0.5 "comp" 1.23485151338 0 FALSE
"10004" 5 4 "Left" -1 "equ" 1.01133796061 0 FALSE
"10005" 5 4 "Bottom" -0.5 "comp" 0.846754513088 0 TRUE
"10006" 5 4 "Left" -2 "equ" 0.976076868619 0 FALSE
"10007" 5 4 "Bottom" 0 "equ" 1.5759128992 1 TRUE
"10008" 5 4 "Right" 1.5 "comp" 2.10512210893 0 FALSE
"10009" 5 4 "Left" -2 "equ" 1.2230662589 0 FALSE
"10010" 5 4 "Top" 0.5 "equ" 1.42301351885 0 TRUE
"10011" 5 4 "Right" -1.5 "comp" 1.44648475694 0 FALSE
"10012" 5 4 "Left" -2 "equ" 1.05842646845 0 FALSE
"10013" 5 4 "Left" -2 "comp" 0.729132705997 0 FALSE
"10014" 5 4 "Right" 0.5 "equ" 3.30464085598 1 FALSE
"10015" 5 4 "Top" -2 "comp" 0.787944759399 0 TRUE
"10016" 5 4 "Top" 1 "comp" 0.776176369467 1 TRUE
"10017" 5 4 "Left" -1.5 "equ" 1.36421258072 0 FALSE
"10018" 5 4 "Right" -2 "comp" 0.870244532149 0 FALSE
"10019" 5 4 "Bottom" -2 "equ" 1.66993046822 0 TRUE
"10020" 5 4 "Left" 1 "equ" 1.09365843076 1 FALSE
"10021" 5 4 "Bottom" -0.5 "equ" 1.41126812604 1 TRUE
"10022" 5 4 "Bottom" 0 "comp" 0.811448193443 0 TRUE
"10023" 5 4 "Top" 0.5 "equ" 4.44541845741 0 TRUE
"10024" 5 4 "Bottom" 0.5 "comp" 0.752645722172 1 TRUE
"10025" 5 4 "Right" -1.5 "equ" 0.846758345941 0 FALSE
"10026" 5 4 "Right" -2 "comp" 0.693852449747 0 FALSE
"10027" 5 4 "Left" -0.5 "equ" 1.75229309975 0 FALSE
"10028" 5 4 "Top" 2 "comp" 0.752684050696 1 TRUE
"10029" 5 4 "Top" 1.5 "comp" 2.3520831361 1 TRUE
"10030" 5 4 "Bottom" -2 "comp" 0.776399824763 0 TRUE
"10031" 5 4 "Left" 1.5 "equ" 1.3053648818 1 FALSE
"10032" 5 4 "Right" 0 "comp" 1.64643661631 0 FALSE
"10033" 5 4 "Left" -1 "equ" 0.905550468507 0 FALSE
"10034" 5 4 "Right" 1 "equ" 1.38770030007 1 FALSE
"10035" 5 4 "Top" -1.5 "equ" 0.929084182086 0 TRUE
"10036" 5 4 "Left" -1 "equ" 0.905530537677 0 FALSE
"10037" 5 4 "Top" 1 "equ" 1.08194753362 1 TRUE
"10038" 5 4 "Bottom" -1.5 "comp" 0.682099391228 0 TRUE
"10039" 5 4 "Bottom" 0.5 "equ" 1.56413646028 1 TRUE
"10040" 5 4 "Bottom" -1.5 "comp" 0.858500289189 0 TRUE
"10041" 5 4 "Left" -1.5 "equ" 1.3877098822 0 FALSE
"10042" 5 4 "Right" 1.5 "equ" 1.24658502436 0 FALSE
"10043" 5 4 "Right" -1.5 "comp" 0.776158738348 0 FALSE
"10044" 5 4 "Top" -1.5 "comp" 0.693846317185 0 TRUE
"10045" 5 4 "Top" 0 "equ" 1.18778676922 0 TRUE
"10046" 5 4 "Bottom" 1.5 "comp" 0.776176369469 1 TRUE
"10047" 5 4 "Top" -1 "comp" 0.776184418457 0 TRUE
"10048" 5 4 "Bottom" 0 "equ" 1.21135076233 1 TRUE
"10049" 5 4 "Right" -1.5 "equ" 0.940777831394 0 FALSE
"10050" 5 4 "Left" -0.5 "comp" 1.32869507091 0 FALSE
"10051" 5 4 "Bottom" -1.5 "equ" 0.976112897433 0 TRUE
"10052" 5 4 "Top" -1.5 "comp" 0.799674054235 0 TRUE
"10053" 5 4 "Left" -0.5 "equ" 0.97612286285 0 FALSE
"10054" 5 4 "Left" 0 "comp" 0.776209715284 0 FALSE
"10055" 5 4 "Left" 0.5 "comp" 1.03491651856 0 FALSE
"10056" 5 4 "Right" 0.5 "equ" 1.38772329719 1 FALSE
"10057" 5 4 "Left" 0.5 "equ" 1.24658425779 0 FALSE
"10058" 5 4 "Right" -1.5 "equ" 1.16427988561 0 FALSE
"10059" 5 4 "Top" -1.5 "comp" 0.670430272174 0 TRUE
"10060" 5 4 "Top" -1.5 "comp" 0.729138071991 0 TRUE
"10061" 5 4 "Bottom" 2 "comp" 0.764389581847 1 TRUE
"10062" 5 4 "Bottom" -1 "comp" 0.740894963365 0 TRUE
"10063" 5 4 "Right" 0.5 "comp" 1.18777335424 1 FALSE
"10064" 5 4 "Left" -1.5 "comp" 0.952577650714 0 FALSE
"10065" 5 4 "Bottom" -0.5 "equ" 1.35243767495 0 TRUE
"10066" 5 4 "Top" -1.5 "equ" 0.91733648956 0 TRUE
"10067" 5 4 "Right" 2 "comp" 0.882082296706 1 FALSE
"10068" 5 4 "Left" -0.5 "equ" 1.47001387109 0 FALSE
"10069" 5 4 "Left" 0 "equ" 1.23480206959 1 FALSE
"10070" 5 4 "Left" -1 "equ" 0.882034386052 0 FALSE
"10071" 5 4 "Bottom" 1.5 "comp" 0.823218499798 1 TRUE
"10072" 5 4 "Left" -1 "equ" 1.37597100524 0 FALSE
"10073" 5 4 "Top" 2 "comp" 0.693828686064 1 TRUE
"10074" 5 4 "Right" 0 "comp" 0.905517889263 0 FALSE
"10075" 5 4 "Right" 1.5 "equ" 1.32891201036 0 FALSE
"10076" 5 4 "Bottom" -0.5 "comp" 0.846734582256 0 TRUE
"10077" 5 4 "Top" -1 "equ" 1.90513460403 0 TRUE
"10078" 5 4 "Bottom" -0.5 "comp" 0.658602473033 0 TRUE
"10079" 5 4 "Left" 2 "equ" 0.893765214028 0 FALSE
"10080" 5 4 "Top" 1 "equ" 0.917273247494 0 TRUE
"10081" 5 5 "Right" 1.5 "comp" 0.787914863151 1 FALSE
"10082" 5 5 "Right" -2 "comp" 0.693833285488 0 FALSE
"10083" 5 5 "Bottom" 1.5 "equ" 1.71702242564 0 TRUE
"10084" 5 5 "Right" 0 "equ" 1.69344540083 0 FALSE
"10085" 5 5 "Bottom" -2 "equ" 0.893748349477 0 TRUE
"10086" 5 5 "Bottom" 1.5 "comp" 0.740896496503 1 TRUE
"10087" 5 5 "Left" 1.5 "equ" 1.70520382534 0 FALSE
"10088" 5 5 "Top" -1 "equ" 0.96433109252 0 TRUE
"10089" 5 5 "Bottom" -1.5 "equ" 3.8808829972 0 TRUE
"10090" 5 5 "Left" -1.5 "equ" 1.49357211492 0 FALSE
"10091" 5 5 "Bottom" 1.5 "equ" 0.858503738755 0 TRUE
"10092" 5 5 "Left" -1.5 "equ" 0.811475023409 0 FALSE
"10093" 5 5 "Top" 0.5 "comp" 0.893758698179 1 TRUE
"10094" 5 5 "Top" 2 "equ" 1.30538864548 0 TRUE
"10095" 5 5 "Right" 1 "comp" 1.09368832701 1 FALSE
"10096" 5 5 "Right" -0.5 "comp" 0.952799189583 0 FALSE
"10097" 5 5 "Top" -2 "equ" 0.79970816662 0 TRUE
"10098" 5 5 "Bottom" -2 "equ" 0.917294328185 0 TRUE
"10099" 5 5 "Right" 1 "equ" 2.04649288259 1 FALSE
"10100" 5 5 "Bottom" -1 "comp" 0.623295770101 0 TRUE
"10101" 5 5 "Top" 1 "equ" 1.09367759502 0 TRUE
"10102" 5 5 "Left" -1 "equ" 0.764350486752 0 FALSE
"10103" 5 5 "Right" -2 "comp" 0.705649969355 0 FALSE
"10104" 5 5 "Top" -2 "equ" 0.823239963773 0 TRUE
"10105" 5 5 "Right" -2 "equ" 0.964341824507 0 FALSE
"10106" 5 5 "Top" 2 "comp" 0.682066811982 1 TRUE
"10107" 5 5 "Right" 0.5 "equ" 2.89303045623 1 FALSE
"10108" 5 5 "Left" 1 "equ" 1.23486186208 0 FALSE
"10109" 5 5 "Left" -0.5 "equ" 1.45826311228 1 FALSE
"10110" 5 5 "Left" -0.5 "comp" 0.999642394872 0 FALSE
"10111" 5 5 "Bottom" -1 "comp" 0.670305321186 0 TRUE
"10112" 5 5 "Bottom" 1 "comp" 0.740754297682 1 TRUE
"10113" 5 5 "Top" -2 "comp" 0.682046497865 0 TRUE
"10114" 5 5 "Bottom" 0 "comp" 0.729133089284 0 TRUE
"10115" 5 5 "Bottom" -0.5 "comp" 0.670322569023 0 TRUE
"10116" 5 5 "Top" 0.5 "comp" 0.858522519733 1 TRUE
"10117" 5 5 "Right" -1.5 "equ" 1.10549351232 0 FALSE
"10118" 5 5 "Left" -1.5 "comp" 0.764420627951 0 FALSE
"10119" 5 5 "Bottom" -1.5 "equ" 1.10549696189 0 TRUE
"10120" 5 5 "Left" 1.5 "comp" 0.787924445282 1 FALSE
"10121" 5 5 "Bottom" -1.5 "equ" 0.952562702591 0 TRUE
"10122" 5 5 "Right" 0 "comp" 1.04667954249 0 FALSE
"10123" 5 5 "Top" -1 "equ" 0.858479591787 0 TRUE
"10124" 5 5 "Left" 0.5 "equ" 1.1172450377 1 FALSE
"10125" 5 5 "Top" 1.5 "comp" 1.59917294712 1 TRUE
"10126" 5 5 "Left" 1.5 "comp" 0.717399961595 1 FALSE
"10127" 5 5 "Left" -2 "comp" 0.693847083756 0 FALSE
"10128" 5 5 "Left" 1 "equ" 1.70524062072 0 FALSE
"10129" 5 5 "Left" 2 "equ" 0.740896496505 0 FALSE
"10130" 5 5 "Bottom" -0.5 "equ" 1.3171236896 0 TRUE
"10131" 5 5 "Bottom" 0 "comp" 0.881995290958 0 TRUE
"10132" 5 5 "Left" -2 "equ" 0.834981523736 0 FALSE
"10133" 5 5 "Bottom" -1 "equ" 1.08191763737 0 TRUE
"10134" 5 5 "Left" -1.5 "comp" 2.78716209094 0 FALSE
"10135" 5 5 "Bottom" 2 "equ" 1.48179184315 0 TRUE
"10136" 5 5 "Right" -2 "comp" 0.69383213563 0 FALSE
"10137" 5 5 "Right" -2 "comp" 0.658577942779 0 FALSE
"10138" 5 5 "Left" 1 "comp" 0.787954724816 1 FALSE
"10139" 5 5 "Bottom" -1.5 "comp" 0.635049978478 0 TRUE
"10140" 5 5 "Bottom" -2 "comp" 0.635059943896 0 TRUE
"10141" 5 5 "Bottom" 1.5 "comp" 0.623262807572 1 TRUE
"10142" 5 5 "Left" -2 "equ" 1.52882170836 0 FALSE
"10143" 5 5 "Bottom" 0.5 "equ" 1.09369177658 1 TRUE
"10144" 5 5 "Left" -1 "comp" 0.764388431991 0 FALSE
"10145" 5 5 "Right" 0 "comp" 1.04666919379 0 FALSE
"10146" 5 5 "Left" 2 "equ" 0.905539353236 0 FALSE
"10147" 5 5 "Top" 0 "equ" 1.23482391684 0 TRUE
"10148" 5 5 "Bottom" -0.5 "equ" 3.2341006576 0 TRUE
"10149" 5 5 "Right" -0.5 "comp" 1.69352244116 0 FALSE
"10150" 5 5 "Top" -1 "comp" 1.21131971623 0 TRUE
"10151" 5 5 "Left" 1 "comp" 0.917282063056 0 FALSE
"10152" 5 5 "Right" 2 "comp" 1.10546514922 0 FALSE
"10153" 5 5 "Left" 0.5 "equ" 1.48179529272 1 FALSE
"10154" 5 5 "Top" -1.5 "equ" 0.893802775981 0 TRUE
"10155" 5 5 "Right" 0.5 "equ" 3.35167915346 0 FALSE
"10156" 5 5 "Bottom" -1 "equ" 0.882041285187 0 TRUE
"10157" 5 5 "Left" -1 "equ" 0.799661022536 0 FALSE
"10158" 5 5 "Top" -1.5 "comp" 0.693880812856 0 TRUE
"10159" 5 5 "Bottom" -1.5 "comp" 1.01136172429 0 TRUE
"10160" 5 5 "Bottom" 1.5 "comp" 0.705641920365 1 TRUE
"10161" 5 5 "Top" 0.5 "comp" 1.96398498595 1 TRUE
"10162" 5 5 "Right" 1.5 "equ" 1.42297212405 0 FALSE
"10163" 5 5 "Bottom" -2 "equ" 0.964316527681 0 TRUE
"10164" 5 5 "Left" 2 "equ" 1.76405880669 0 FALSE
"10165" 5 5 "Right" -1.5 "comp" 0.658598256894 0 FALSE
"10166" 5 5 "Left" 0.5 "comp" 0.999614798337 1 FALSE
"10167" 5 5 "Bottom" 1.5 "equ" 0.846743781101 0 TRUE
"10168" 5 5 "Bottom" -0.5 "comp" 0.940846439453 0 TRUE
"10169" 5 5 "Right" 0.5 "comp" 1.09373432124 1 FALSE
"10170" 5 5 "Right" -1 "comp" 0.62328465483 0 FALSE
"10171" 5 5 "Bottom" -1 "comp" 0.717380797334 0 TRUE
"10172" 5 5 "Right" 0 "equ" 3.16351254857 0 FALSE
"10173" 5 5 "Left" -1.5 "comp" 0.91732997371 0 FALSE
"10174" 5 5 "Top" 1 "comp" 0.811465057992 1 TRUE
"10175" 5 5 "Top" -1 "comp" 0.693877746573 0 TRUE
"10176" 5 5 "Right" -1.5 "comp" 0.858488407346 0 FALSE
"10177" 5 5 "Bottom" -2 "equ" 1.3406696683 0 TRUE
"10178" 5 5 "Left" 0 "comp" 0.764439025643 0 FALSE
"10179" 5 5 "Bottom" 0 "equ" 1.03490578657 0 TRUE
"10180" 5 5 "Top" 2 "equ" 0.834976541026 0 TRUE
"10181" 5 5 "Top" 0 "comp" 3.42241444403 0 TRUE
"10182" 5 5 "Top" 1 "equ" 2.55196907041 0 TRUE
"10183" 5 5 "Bottom" 1 "equ" 1.01138050527 0 TRUE
"10184" 5 5 "Bottom" -1 "equ" 0.96430541241 0 TRUE
"10185" 5 5 "Bottom" 0 "equ" 1.29363252068 1 TRUE
"10186" 5 5 "Left" -2 "equ" 0.834970408463 0 FALSE
"10187" 5 5 "Left" 0.5 "equ" 3.22232613511 1 FALSE
"10188" 5 5 "Bottom" 2 "comp" 0.752621191918 1 TRUE
"10189" 5 5 "Bottom" 2 "equ" 1.76404730813 0 TRUE
"10190" 5 5 "Bottom" -2 "comp" 0.729109325599 0 TRUE
"10191" 5 5 "Right" -1.5 "equ" 1.23483618197 0 FALSE
"10192" 5 5 "Bottom" 0.5 "equ" 1.34069496513 1 TRUE
"10193" 5 5 "Bottom" -2 "comp" 0.729137305421 0 TRUE
"10194" 5 5 "Left" -1.5 "equ" 1.15251302882 0 FALSE
"10195" 5 5 "Left" -1 "equ" 0.823194736113 0 FALSE
"10196" 5 5 "Left" 1.5 "comp" 0.905547018941 1 FALSE
"10197" 5 5 "Top" -1 "comp" 0.811460841855 0 TRUE
"10198" 5 5 "Right" -1 "equ" 2.5169268343 0 FALSE
"10199" 5 5 "Right" 0 "equ" 1.03494334853 1 FALSE
"10200" 5 5 "Left" -1 "comp" 0.752687883549 0 FALSE
"10201" 5 5 "Right" 1 "equ" 1.11721169189 1 FALSE
"10202" 5 5 "Right" -2 "equ" 1.57588185309 0 FALSE
"10203" 5 5 "Left" 2 "comp" 0.846741481391 1 FALSE
"10204" 5 5 "Top" -1.5 "comp" 0.623294620245 0 TRUE
"10205" 5 5 "Left" 2 "comp" 0.705636937657 1 FALSE
"10206" 5 5 "Top" -0.5 "equ" 0.917320774864 0 TRUE
"10207" 5 5 "Top" -0.5 "comp" 0.623269323421 0 TRUE
"10208" 5 5 "Bottom" -0.5 "comp" 0.858500672475 0 TRUE
"10209" 5 5 "Left" -1 "comp" 0.764413345532 0 FALSE
"10210" 5 5 "Bottom" -2 "comp" 0.623309185086 0 TRUE
"10211" 5 5 "Right" -1 "comp" 0.811433245319 0 FALSE
"10212" 5 5 "Bottom" 1 "equ" 1.69348679563 0 TRUE
"10213" 5 5 "Right" 2 "equ" 1.03488317274 0 FALSE
"10214" 5 5 "Bottom" 0.5 "comp" 1.62289485374 1 TRUE
"10215" 5 5 "Top" 1 "comp" 1.08192530307 1 TRUE
"10216" 5 5 "Bottom" 0.5 "equ" 0.97610024902 0 TRUE
"10217" 5 5 "Right" 1.5 "comp" 0.7644271438 1 FALSE
"10218" 5 5 "Bottom" -1 "comp" 0.740896496503 0 TRUE
"10219" 5 5 "Bottom" -1.5 "comp" 0.658595573899 0 TRUE
"10220" 5 5 "Right" -0.5 "equ" 2.1874107664 0 FALSE
"10221" 5 5 "Left" 2 "comp" 1.27008884168 1 FALSE
"10222" 5 5 "Left" 2 "comp" 0.858503355472 1 FALSE
"10223" 5 5 "Bottom" 2 "comp" 0.670352081986 1 TRUE
"10224" 5 5 "Left" 0 "comp" 0.976105998299 0 FALSE
"10225" 5 5 "Bottom" -1 "equ" 1.37596448939 0 TRUE
"10226" 5 5 "Top" -1 "equ" 0.964322276959 0 TRUE
"10227" 5 5 "Top" -1 "equ" 0.846740331534 0 TRUE
"10228" 5 5 "Top" 2 "equ" 0.893884415736 0 TRUE
"10229" 5 5 "Left" 0 "equ" 0.987864806099 0 FALSE
"10230" 5 5 "Top" -1.5 "equ" 1.07021363936 0 TRUE
"10231" 5 5 "Top" -1.5 "comp" 0.658571810214 0 TRUE
"10232" 5 5 "Left" 0.5 "comp" 1.08193718492 0 FALSE
"10233" 5 5 "Top" -1.5 "comp" 0.705628505382 0 TRUE
"10234" 5 5 "Right" 0.5 "comp" 1.21131358367 1 FALSE
"10235" 5 5 "Left" 1 "equ" 1.41123209723 1 FALSE
"10236" 5 5 "Left" 2 "equ" 0.940859854436 0 FALSE
"10237" 5 5 "Bottom" 2 "comp" 0.846744547671 1 TRUE
"10238" 5 5 "Right" 2 "equ" 1.31716431783 0 FALSE
"10239" 5 5 "Right" -1.5 "comp" 0.670324102164 0 FALSE
"10240" 5 5 "Bottom" 1.5 "equ" 1.05841956932 0 TRUE
"10241" 5 5 "Right" -1.5 "equ" 1.09370480828 0 FALSE
"10242" 5 5 "Top" -1.5 "equ" 1.02316231018 0 TRUE
"10243" 5 5 "Top" 1.5 "comp" 0.588035827972 1 TRUE
"10244" 5 5 "Top" -0.5 "equ" 1.41120795026 1 TRUE
"10245" 5 5 "Left" -2 "equ" 0.976126695701 0 FALSE
"10246" 5 5 "Right" 1.5 "equ" 1.14072317492 0 FALSE
"10247" 5 5 "Top" 0 "equ" 1.03489313816 1 TRUE
"10248" 5 5 "Right" 1.5 "comp" 0.811466974419 1 FALSE
"10249" 5 5 "Left" 0 "equ" 1.96396428855 0 FALSE
"10250" 5 5 "Top" -0.5 "equ" 1.45823014975 1 TRUE
"10251" 5 5 "Right" -1 "comp" 0.987839509273 0 FALSE
"10252" 5 5 "Right" -2 "equ" 1.04671097188 0 FALSE
"10253" 5 5 "Top" 1.5 "comp" 0.740922176616 1 TRUE
"10254" 5 5 "Top" 0.5 "equ" 1.22306510905 1 TRUE
"10255" 5 5 "Right" 1 "equ" 1.37596448939 0 FALSE
"10256" 5 5 "Right" 2 "equ" 1.03488853874 0 FALSE
"10257" 5 5 "Bottom" 0 "comp" 0.858493773339 0 TRUE
"10258" 5 5 "Left" -1.5 "comp" 0.752675618422 0 FALSE
"10259" 5 5 "Left" 0 "equ" 1.08192223679 1 FALSE
"10260" 5 5 "Bottom" 0.5 "equ" 1.37586445194 0 TRUE
"10261" 5 5 "Right" -0.5 "equ" 1.85815418262 1 FALSE
"10262" 5 5 "Top" 0.5 "equ" 1.82282026644 0 TRUE
"10263" 5 5 "Bottom" 0 "equ" 1.29342133051 1 TRUE
"10264" 5 5 "Left" -2 "equ" 0.858527502442 0 FALSE
"10265" 5 5 "Top" -0.5 "equ" 2.09330849134 0 TRUE
"10266" 5 5 "Bottom" -0.5 "comp" 1.29365436794 0 TRUE
"10267" 5 5 "Bottom" 0.5 "comp" 0.764442858495 1 TRUE
"10268" 5 5 "Top" 1 "comp" 0.799721198318 1 TRUE
"10269" 5 5 "Left" -0.5 "equ" 1.98748727014 0 FALSE
"10270" 5 5 "Bottom" -2 "equ" 0.940816159919 0 TRUE
"10271" 5 5 "Top" 1.5 "comp" 1.02318875686 1 TRUE
"10272" 5 5 "Right" -1 "equ" 0.952586082989 0 FALSE
"10273" 5 5 "Top" 1.5 "equ" 0.846761028937 0 TRUE
"10274" 5 5 "Bottom" 1 "equ" 0.999624380467 0 TRUE
"10275" 5 5 "Top" 0.5 "equ" 0.940819992771 1 TRUE
"10276" 5 5 "Left" 0.5 "equ" 3.42224694838 0 FALSE
"10277" 5 5 "Right" 1 "comp" 0.89388748202 1 FALSE
"10278" 5 5 "Left" 0 "comp" 0.870246065291 1 FALSE
"10279" 5 5 "Left" 0.5 "comp" 0.799693601783 1 FALSE
"10280" 5 5 "Bottom" 1.5 "comp" 0.893761764461 1 TRUE
"10281" 5 5 "Top" -0.5 "comp" 0.82323613092 0 TRUE
"10282" 5 5 "Top" 0 "equ" 1.38768381881 0 TRUE
"10283" 5 5 "Bottom" 0.5 "comp" 1.75232184615 0 TRUE
"10284" 5 5 "Bottom" 1.5 "equ" 0.952564619016 0 TRUE
"10285" 5 5 "Left" -2 "comp" 0.693892694699 0 FALSE
"10286" 5 5 "Right" -1 "comp" 0.740856251554 0 FALSE
"10287" 5 5 "Right" 1.5 "comp" 2.04630009011 0 FALSE
"10288" 5 5 "Left" -1 "equ" 0.882019437928 0 FALSE
"10289" 5 5 "Bottom" 1 "comp" 0.811474256838 1 TRUE
"10290" 5 5 "Right" 1 "comp" 0.952589532557 1 FALSE
"10291" 5 5 "Left" -2 "comp" 0.94084337317 0 FALSE
"10292" 5 5 "Right" -1.5 "equ" 1.7640507577 0 FALSE
"10293" 5 5 "Left" -1 "comp" 0.658553412522 0 FALSE
"10294" 5 5 "Top" 0.5 "equ" 1.55217796087 0 TRUE
"10295" 5 5 "Right" 0 "comp" 1.02316614304 0 FALSE
"10296" 5 5 "Top" 2 "equ" 0.858512171029 0 TRUE
"10297" 5 5 "Left" -1 "comp" 0.787899148454 0 FALSE
"10298" 5 5 "Top" -0.5 "equ" 1.32888671353 1 TRUE
"10299" 5 5 "Left" -0.5 "comp" 0.823244946479 0 FALSE
"10300" 5 5 "Top" 2 "comp" 0.693881962712 1 TRUE
"10301" 5 5 "Bottom" 0.5 "comp" 1.17602796142 1 TRUE
"10302" 5 5 "Top" -1.5 "comp" 0.682105907077 0 TRUE
"10303" 5 5 "Top" 2 "comp" 0.693825619783 1 TRUE
"10304" 5 5 "Top" 1 "comp" 0.717405327588 1 TRUE
"10305" 5 5 "Top" -2 "comp" 0.658554179092 0 TRUE
"10306" 5 5 "Top" -2 "comp" 0.635056494328 0 TRUE
"10307" 5 5 "Top" 1 "comp" 0.846763328647 1 TRUE
"10308" 5 5 "Left" -0.5 "equ" 3.49278408048 0 FALSE
"10309" 5 5 "Left" 0.5 "comp" 0.799708549905 1 FALSE
"10310" 5 5 "Left" -0.5 "comp" 0.752683667411 0 FALSE
"10311" 5 5 "Top" 0 "comp" 1.14076763601 1 TRUE
"10312" 5 5 "Top" -2 "comp" 0.64681913498 0 TRUE
"10313" 5 5 "Right" 2 "comp" 0.823215433516 1 FALSE
"10314" 5 5 "Top" -2 "equ" 0.987861739815 0 TRUE
"10315" 5 5 "Bottom" 2 "equ" 0.976104081872 0 TRUE
"10316" 5 5 "Bottom" 0.5 "equ" 1.94046890349 1 TRUE
"10317" 5 5 "Bottom" 1 "comp" 0.929071533674 1 TRUE
"10318" 5 5 "Top" -2 "comp" 0.764398397407 0 TRUE
"10319" 5 5 "Bottom" -1.5 "comp" 0.811478089692 0 TRUE
"10320" 5 5 "Bottom" -0.5 "equ" 1.45824931402 0 TRUE
"10321" 5 5 "Left" 0 "equ" 1.31713480487 1 FALSE
"10322" 5 5 "Left" 1.5 "equ" 1.11723162272 0 FALSE
"10323" 5 5 "Right" -2 "equ" 1.50528722821 0 FALSE
"10324" 5 5 "Top" -0.5 "comp" 1.05844409957 1 TRUE
"10325" 5 5 "Bottom" -0.5 "equ" 1.12896705012 0 TRUE
"10326" 5 5 "Bottom" 1 "comp" 0.705643453508 1 TRUE
"10327" 5 5 "Left" -0.5 "equ" 2.02278477422 0 FALSE
"10328" 5 5 "Top" 1 "equ" 1.37593842599 0 TRUE
"10329" 5 5 "Top" 1.5 "equ" 1.117232006 0 TRUE
"10330" 5 5 "Top" 0 "comp" 1.88163385298 0 TRUE
"10331" 5 5 "Bottom" 1 "equ" 1.5288673193 0 TRUE
"10332" 5 5 "Right" -2 "comp" 0.834972324888 0 FALSE
"10333" 5 5 "Right" -1 "equ" 1.35243844152 0 FALSE
"10334" 5 5 "Left" -1.5 "equ" 1.04668950791 0 FALSE
"10335" 5 5 "Right" -1 "comp" 0.858511787745 0 FALSE
"10336" 5 5 "Top" -1.5 "equ" 0.870240699296 0 TRUE
"10337" 5 5 "Bottom" -1.5 "comp" 0.587844568638 0 TRUE
"10338" 5 5 "Top" -2 "equ" 0.764412195676 0 TRUE
"10339" 5 5 "Right" -2 "equ" 0.92908226566 0 FALSE
"10340" 5 5 "Right" 0.5 "equ" 0.952544688183 1 FALSE
"10341" 5 5 "Top" 1.5 "equ" 1.25837832783 0 TRUE
"10342" 5 5 "Right" 2 "comp" 0.952609463387 1 FALSE
"10343" 5 5 "Bottom" -1.5 "equ" 0.929069617248 0 TRUE
"10344" 5 5 "Right" 2 "comp" 2.18740923327 1 FALSE
"10345" 5 5 "Left" -2 "comp" 0.858497222907 0 FALSE
"10346" 5 5 "Right" 0.5 "comp" 1.84635742958 1 FALSE
"10347" 5 5 "Bottom" 0.5 "comp" 1.54059124814 0 TRUE
"10348" 5 5 "Left" 1.5 "equ" 1.28183998378 0 FALSE
